title,car_model_name,car_color,car_mileage,location,date,price,image
مرسيدس C 180 1999,C 180,الأزرق الداكن,"203,000 كم",الإسكندرية,2024-04-23,"500,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/22/6420797/medium_up_73c45a035da47efffa582b2f52d4a0a4.jpg
مرسيدس GLC 200 2024,GLC 200,أسود,"10,000 كم",التجمع - القاهرة الجديدة,2024-04-23,"5,550,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/23/6422186/medium_up_f946f1a6f6ef05f28d26a820e0604f35.jpg
مرسيدس E 350 2020,E 350,الأزرق الداكن,"32,000 كم",التجمع - القاهرة الجديدة,2024-04-23,"4,300,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/23/6422030/medium_up_ba775c73db04590fb82a4741d17fd828.jpg
مرسيدس 180 1994,180,ذهبي,"150,000 كم",التجمع - القاهرة الجديدة,2024-04-23,"320,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/23/6421776/medium_up_1bf7234fa9d7f341383be93c81a2c44b.jpg
مرسيدس A 210 2021,A 210,أبيض,"30,000 كم",السويس‎,2024-04-23,"2,500,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/23/6422015/medium_up_f9cb8518a8c16c22fb6a5a92a648c766.jpg
مرسيدس C 200 AMG 2023,C 200 AMG,أزرق,600 كم,التجمع - القاهرة الجديدة,2024-04-23,"4,175,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/23/6421970/medium_up_746b9ca91c60601e86576518e89014b7.jpg
مرسيدس E 180 2019,E 180,فيراني,"167,000 كم",6 أكتوبر,2024-04-23,"2,850,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/20/6416319/medium_up_d3faa0d45454245d7e4450191ce5e972.jpg
مرسيدس CLE 2024,CLE,أسود,0 كم,الإسكندرية,2024-04-23,"2,082,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/20/6415341/medium_up_b767d7768aafad0428d8d850f5edee33.jpg
مرسيدس C 180 2013,C 180,أسود,"10,700 كم",بورسعيد,2024-04-23,"1,600,000 جنيه",https://media.hatla2eestatic.com/images/car/make-320x229/mercedes.png
مرسيدس GLC 300 2023,GLC 300,أبيض,0 كم,الإسكندرية,2024-04-23,"5,400,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/23/6421626/medium_up_47c5816e8f3063b6e2d7a2fc095ec522.jpg
مرسيدس E 350 2024,E 350,أسود,- كم,الجيزة,2024-04-23,"4,200,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/23/6421560/medium_up_d437221db336d23c12f31af2fcf17529.jpg
مرسيدس GLS 2022,GLS,أسود,"35,000 كم",الإسكندرية,2024-04-23,"7,800,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/23/6421595/medium_up_651b49809f3154371c6f5773743fe28a.jpg
مرسيدس C 180 2003,C 180,أسود,"240,000 كم",الشروق,2024-04-23,"760,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/23/6421524/medium_up_87a125c4130eeeec220867d25ecdf1e0.jpg
مرسيدس E 200 2020,E 200,فضي,"86,800 كم",الإسكندرية,2024-04-23,"3,150,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/22/6420885/medium_up_dcb04d7cc532d1ed7624a3cbd2f28526.jpg
مرسيدس C 200 2022,C 200,أسود,"19,000 كم",مدينتى,2024-04-23,"3,350,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/23/6421118/medium_up_71f14e5ddd154c12c3690b843be6531d.jpg
مرسيدس GLC 300 2024,GLC 300,أسود,0 كم,الإسكندرية,2024-04-23,"6,500,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/06/6391475/medium_up_ff0bfcca50cddd32d6fdf27eddf62455.jpg
مرسيدس C 180 2010,C 180,فيراني,"240,000 كم",دمنهور,2024-04-22,"1,100,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/03/6385267/medium_up_563d359713308b5de43e684f4771286e.jpg
مرسيدس E 300 2020,E 300,أسود,"80,000 كم",التجمع - القاهرة الجديدة,2024-04-22,"3,800,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/21/6417551/medium_up_d46ebfcd03e35de020844ca773c382f6.jpg
مرسيدس GLA 2015,GLA,بني,"99,000 كم",التجمع - القاهرة الجديدة,2024-04-19,"1,600,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/16/6407304/medium_up_d1a9dc71b5d6a779132083015f4e20f5.jpg
مرسيدس GLK 350 2013,GLK 350,رمادي,"200,000 كم",مصر الجديدة,2024-04-22,"1,850,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/05/6327499/medium_up_34a549cc1992e0979887be7cef00e980.jpg
مرسيدس C 180 2017,C 180,فضي,"70,000 كم",مصر الجديدة,2024-04-22,"2,600,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/04/6388658/medium_up_ffc91640651bea39d5970e6297f046cc.jpg
مرسيدس C 200 2020,C 200,أسود,"105,000 كم",مدينتى,2024-04-22,"2,595,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/22/6420189/medium_up_d7e1792cd11b924d1896b88f7be57c3b.jpg
مرسيدس C 180 2013,C 180,أسود,"185,000 كم",الإسكندرية,2024-04-22,"1,500,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/22/6419723/medium_up_4dba8ccbfb329d780bca67a44e3e852f.jpg
مرسيدس EQS 2022,EQS,أسود,"15,000 كم",مصر الجديدة,2024-03-20,"6,250,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/20/6355261/medium_up_b7ceff42e229b4b5f9d87334146144bf.jpg
مرسيدس C 180 2011,C 180,فضي,"350,000 كم",القاهرة,2024-04-22,"1,150,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/22/6419672/medium_up_8b855b4d14375c315293b3c5f0acfc6b.jpg
مرسيدس C 180 2010,C 180,رمادي,"250,000 كم",6 أكتوبر,2024-04-22,"1,000,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/01/6382915/medium_up_bc6e08b136b8dd9f006eb01391c0201e.jpg
مرسيدس C 200 2019,C 200,أسود,"95,000 كم",القاهرة,2024-04-22,"2,800,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/22/6419480/medium_up_2aa04e0e0ad09a494340e41ecfc6e60a.jpg
مرسيدس C 180 2020,C 180,أسود,"76,000 كم",التجمع - القاهرة الجديدة,2024-04-22,"2,450,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/22/6419529/medium_up_92aad466a7312c98836c6bf3f82eb2d5.jpg
مرسيدس E 300 2024,E 300,أسود,- كم,مصر الجديدة,2024-04-22,"2,100,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/22/6419466/medium_up_fa4c6dae206d4fe57b85a4a455ea9ef3.jpg
مرسيدس E 200 2021,E 200,أبيض,"10,000 كم",الغربية,2024-04-22,"4,500,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/22/6419429/medium_up_5de91226c6a0957908110e20def82da7.jpg
مرسيدس GLC 200 AMG مستوردة 2024,GLC 200 AMG مستوردة,أبيض,- كم,مدينة نصر,2024-04-22,"5,750,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/22/6419409/medium_up_0847cbb556e72bfcfd6061e5d9f53509.jpg
مرسيدس B 200 2013,B 200,رمادي,"211,000 كم",مدينة نصر,2024-04-22,"725,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/22/6419339/medium_up_242e50a047aac079f377b5302300daff.jpg
مرسيدس CLA 200 2021,CLA 200,أبيض,"55,000 كم",6 أكتوبر,2024-04-22,"3,100,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/02/17/6288290/medium_up_0b96a6350fd092e8e492dad464a6ec3f.jpg
مرسيدس GLE 2022,GLE,فضي,"17,000 كم",6 أكتوبر,2024-04-22,"6,700,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/22/6418830/medium_up_f3f18b220f2f3098bb674277ea231025.jpg
مرسيدس C 180 2014,C 180,أسود,"175,000 كم",القاهرة,2024-04-22,"1,400,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/19/6412173/medium_up_a53ea27040db17d78949a34b3f99adc4.jpg
مرسيدس A 200 2020,A 200,أسود,"78,000 كم",الشروق,2024-04-22,"2,350,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/19/6412103/medium_up_05734bc3fe3278024dafe7cf6ad44dfb.jpg
مرسيدس C 180 2011,C 180,رمادي,"200,000 كم",6 أكتوبر,2024-04-22,"1,100,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/18/6410934/medium_up_016a5de9babf140affc17ea3d97ee769.jpg
مرسيدس C 180 2022,C 180,فيراني,"12,000 كم",6 أكتوبر,2024-04-21,"3,050,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/21/6418304/medium_up_db6dae815f39f5ae68049c5ef2305e55.jpg
مرسيدس E 200 2014,E 200,أسود,"140,000 كم",القاهرة,2024-04-21,"2,100,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/21/6418043/medium_up_39cc146f59a18eea9e58927dc7c07a0d.jpg
مرسيدس E 200 2010,E 200,بترولي,"100,000 كم",الزقازيق,2024-04-21,"1,275,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/21/6417953/medium_up_cee92e23e3db9d7c1f36d06881b732f5.jpg
مرسيدس E 300 2011,E 300,احمر غامق,"190,000 كم",عين شمس,2024-04-21,"1,800,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/21/6417882/medium_up_9f0f17b89e9fd990ebb65cb567662bf1.jpg
مرسيدس E 200 2024,E 200,أسود,0 كم,مصر الجديدة,2024-04-21,"6,900,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/21/6417836/medium_up_f50e9e9bf3249502912e01280f039af0.jpg
مرسيدس C 180 2019,C 180,أسود,"28,000 كم",العبور,2024-04-21,"2,530,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/18/6411138/medium_up_070d67c5973dfcb195862e76c0edb186.jpg
مرسيدس C 180 2007,C 180,أسود,"138,000 كم",الدقى,2024-04-21,"1,000,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/21/6417437/medium_up_0e2e8375f8fd6e007f1e4cf7270bf579.jpg
مرسيدس C 180 2009,C 180,فضي,"321,000 كم",حدائق الاهرام,2024-04-21,"920,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/21/6417395/medium_up_6b85d04d189550563404cff00e2dbe40.jpg
مرسيدس CLA 180 2014,CLA 180,فضي,"173,000 كم",بورسعيد,2024-04-21,"1,200,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/21/6417311/medium_up_bafea0110f2b5cb51d6b26465aa1fc27.jpg
مرسيدس GLA 2015,GLA,أبيض,"109,000 كم",التجمع - القاهرة الجديدة,2024-04-21,"1,500,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/18/6410322/medium_up_de9074e9dbee48ec0794f6ee6a63522d.jpg
مرسيدس C 180 2015,C 180,أسود,- كم,بنها,2024-04-21,"1,450,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/21/6416799/medium_up_75dbee03347bc46944626e4500bdbe7d.jpg
مرسيدس C 180 2016,C 180,أسود,"72,000 كم",القاهرة,2024-04-20,"2,100,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/20/6416316/medium_up_08496f17e36a8b0fe80606ef8723485e.jpg
مرسيدس E 350 2020,E 350,فضي,"70,000 كم",المهندسين,2024-03-02,"4,150,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/02/6320509/medium_up_012b83cf13b4688be754c9e44073c92e.jpg
مرسيدس 200 1979,200,اصفر,- كم,القاهرة,2024-04-20,"110,000 جنيه",https://media.hatla2eestatic.com/images/car/make-320x229/mercedes.png
مرسيدس CLA 200 2019,CLA 200,أسود,"110,000 كم",الإسكندرية,2024-04-20,"2,100,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/17/6409589/medium_up_66b87c994a94aea7c3a7dacb3a78f000.jpg
مرسيدس C 280 2008,C 280,أسود,"224,000 كم",الإسماعيلية,2024-04-20,"900,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/20/6415581/medium_up_0ad7fb5471812cb98d96c6ec35298792.jpg
مرسيدس CLE 2024,CLE,احمر,- كم,التجمع - القاهرة الجديدة,2024-04-20,"1,400,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/20/6414468/medium_up_965a86f4623288b118eff455beee3dc9.jpg
مرسيدس C 180 2015,C 180,أزرق,"170,000 كم",المهندسين,2024-04-20,"1,950,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/20/6415446/medium_up_3d8094a4e9b6749eb9beb905e8bd8f89.jpg
مرسيدس C 180 2023,C 180,أبيض,- كم,التجمع - القاهرة الجديدة,2024-04-20,"3,600,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/20/6415358/medium_up_bed85219b3de7c88fa03dbd82dc03dd4.jpg
مرسيدس C 180 2010,C 180,أسود,"127,000 كم",بلبيس,2024-04-20,"1,200,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/20/6415319/medium_up_20b3863412e2ccded7dcb21de03efd98.jpg
مرسيدس C 180 2023,C 180,أسود,"2,650 كم",التجمع - القاهرة الجديدة,2024-04-20,"3,600,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/20/6414923/medium_up_4e351e275e8c360d9d416a54eacfceaf.jpg
مرسيدس E 200 2021,E 200,الأزرق الداكن,"13,000 كم",القاهرة,2024-04-20,"5,000,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/20/6414908/medium_up_5088ace1ab492ba927305a4be1b168c9.jpg
مرسيدس E 180 2017,E 180,أبيض,"50,000 كم",حدائق الاهرام,2024-03-03,"3,750,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/03/6323378/medium_up_ca3e91adba8533c10f61f8be37ceaa41.jpg
مرسيدس E 180 2018,E 180,أبيض,"26,000 كم",حدائق الاهرام,2024-03-03,"4,000,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/03/6323332/medium_up_ad3106ece03e9abb93a33d4fed62e029.jpg
مرسيدس C 180 2015,C 180,رمادي,"108,000 كم",بنها,2024-04-20,"2,400,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/20/6414738/medium_up_e02c2518419f7dcd852a22919e2a61d8.jpg
مرسيدس C 180 2016,C 180,فضي,"150,000 كم",القاهرة,2024-04-20,"2,100,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/08/6394525/medium_up_3a7d7b01e023f94c57e0c0ee072a6054.jpg
مرسيدس 200 1980,200,فضي,- كم,القليوبية‎‎,2024-04-19,"145,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/19/6413985/medium_up_a2d54790db91619bd6f039805f565f01.jpg
مرسيدس E 180 2019,E 180,أبيض,"53,000 كم",6 أكتوبر,2024-04-19,"3,500,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/19/6413709/medium_up_38f567f88cd5968d641b0be569bac041.jpg
مرسيدس C 200 2022,C 200,فضي,"42,000 كم",بنها,2024-04-19,"3,200,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/19/6413613/medium_up_38922a597e126495b9393f969f5018ae.jpg
مرسيدس C 180 2014,C 180,أسود,"118,000 كم",التجمع - القاهرة الجديدة,2024-04-19,"1,400,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/02/28/6313192/medium_up_81a5750704f91718e410d439b60ff098.jpg
مرسيدس CLA 200 2024,CLA 200,أسود,90 كم,التجمع - القاهرة الجديدة,2024-04-19,"3,400,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/05/6389054/medium_up_8e94325a601e857e4d5c4b23aa35a2f9.jpg
مرسيدس GLC 300 2024,GLC 300,أبيض,0 كم,مصر الجديدة,2024-02-28,"5,300,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/02/28/6311956/medium_up_9096e7752953c43c3d3b28a5ea295965.jpg
مرسيدس GLC 300 2024,GLC 300,أبيض,0 كم,مصر الجديدة,2024-02-28,"5,300,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/02/28/6311962/medium_up_6955eecb10ad28c4b7f9d51614bda3dc.jpg
مرسيدس C 180 2021,C 180,أبيض,"45,000 كم",مصر الجديدة,2024-02-29,"3,000,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/02/29/6316165/medium_up_e25b71378a0e29d2b831830716be5473.jpg
مرسيدس E 300 2021,E 300,رمادي,"18,000 كم",مصر الجديدة,2024-03-01,"3,850,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/01/6316601/medium_up_a41732a64017cc534f590d39691f75c6.jpg
مرسيدس E 200 AMG 2021,E 200 AMG,أبيض,"28,000 كم",مصر الجديدة,2024-03-01,"4,100,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/01/6316619/medium_up_72835f9485717def2576cb77001109cf.jpg
مرسيدس C 180 2022,C 180,رمادي,"25,000 كم",مصر الجديدة,2024-03-01,"2,990,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/01/6318608/medium_up_1680517dcf3f241295c8395e2bfeb426.jpg
مرسيدس C 200 2022,C 200,أسود,"30,000 كم",مصر الجديدة,2024-03-01,"3,250,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/01/6318674/medium_up_aab5e9f078f3a7288bfa0720c752dca3.jpg
مرسيدس C 180 2018,C 180,أبيض,"65,000 كم",مصر الجديدة,2024-03-01,"1,700,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/01/6318971/medium_up_cb914a12c32b5fdcc4106bc949c85a0f.jpg
مرسيدس E 200 2007,E 200,فضي,"197,000 كم",مصر الجديدة,2024-03-23,"720,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/23/6361895/medium_up_24001a374ad81200ad3df538bb0a463f.jpg
مرسيدس GLC 300 2024,GLC 300,أبيض,0 كم,مصر الجديدة,2024-04-04,"6,500,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/04/6387551/medium_up_1636aa2ad5afd90a57c23c5341f8d6f5.jpg
مرسيدس E 200 AMG 2021,E 200 AMG,احمر,"70,000 كم",مصر الجديدة,2024-03-04,"1,850,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/04/6327103/medium_up_4a7b0e147904c9c230d6f88c6b2d1f1d.jpg
مرسيدس C 180 2022,C 180,أسود,"18,000 كم",مصر الجديدة,2024-04-01,"2,320,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/31/6380927/medium_up_31a09433d1b9f373c8f74dfaf540b98a.jpg
مرسيدس C 200 AMG 2022,C 200 AMG,فضي,"14,000 كم",مصر الجديدة,2024-04-01,"2,920,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/01/6382142/medium_up_30a5c7e75cc2cb53bf73cafdeecc48d9.jpg
مرسيدس CLA 200 2024,CLA 200,برونزي,0 كم,التجمع - القاهرة الجديدة,2024-04-19,"3,175,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/19/6412721/medium_up_f7bed6d16506cf3612ab474079909c49.jpg
مرسيدس E 230 2008,E 230,فضي,"300,000 كم",القاهرة,2024-04-19,"1,750,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/19/6412862/medium_up_0d392f5190b67d80e3b4067cf709abe6.jpg
مرسيدس E 200 2014,E 200,أسود,"155,000 كم",الجيزة,2024-04-19,"2,750,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/19/6412269/medium_up_c35c86bc77fdbadca3950958deaa43f6.jpg
مرسيدس B 150 2009,B 150,أزرق,"190,000 كم",شرم الشيخ,2024-04-19,"630,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/19/6412638/medium_up_cbd544312550da82a3d4486a7e2330d5.jpg
مرسيدس GLA 180 2020,GLA 180,أسود,"76,000 كم",القاهرة,2024-04-19,"1,950,000 جنيه",https://media.hatla2eestatic.com/images/car/make-320x229/mercedes.png
مرسيدس EQE 2023,EQE,أسود,"3,000 كم",العبور,2024-04-19,"7,600,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/19/6412476/medium_up_9d1989acd6ca3e5adc2205e31c210a87.jpg
مرسيدس C 200 2013,C 200,أسود,"98,000 كم",بنها,2024-04-19,"1,600,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/19/6412334/medium_up_878382579cd563a642ad4a7f8b0e110d.jpg
مرسيدس 200 1977,200,أسود,- كم,الإسكندرية,2024-04-18,"430,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/18/6411714/medium_up_ec590bfe311f2ba4782fd543c6a9e044.jpg
مرسيدس E 240 2001,E 240,أسود,"188,888 كم",الدقهلية,2024-04-18,"750,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/18/6411695/medium_up_260394c1e1766f14e8a1df55802e60ba.jpg
مرسيدس GLA 2023,GLA,أبيض,"5,500 كم",مصر الجديدة,2024-03-19,"3,200,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/01/6316646/medium_up_d7be547c8515769546ed5ec3a0c6231f.jpg
مرسيدس E 240 2005,E 240,أسود,"250,000 كم",مدينة نصر,2024-03-19,"900,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/19/6354121/medium_up_7b4e0c4e18a758494b27f70b8c4d5327.jpg
مرسيدس C 250 2010,C 250,فيراني,"300,000 كم",البحيرة,2024-04-18,"1,100,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/18/6411492/medium_up_fba04411b09262f7b6e12a1356c42508.jpg
مرسيدس C 200 AMG 2022,C 200 AMG,بترولي,"24,000 كم",مدينة الشيخ زايد,2024-04-18,"3,650,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/18/6411485/medium_up_d0ff5e0710bd31ef7f81202ce8705e9c.jpg
مرسيدس E 200 2008,E 200,أسود,"218,000 كم",منيا القمح,2024-04-18,"800,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/16/6407478/medium_up_2304865ecdd32041068192c2c2e31520.jpg
مرسيدس C 200 2023,C 200,أبيض,"29,000 كم",طنطا,2024-04-18,"4,300,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/18/6410835/medium_up_e98fe0ac634c5ce69cbc6b2d26635d44.jpg
مرسيدس CLE 2024,CLE,أسود,1 كم,المعادى,2024-04-18,"5,500,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/15/6404373/medium_up_8a71c73026fe5322a32fbff54b990666.jpg
مرسيدس 200 1986,200,أبيض,"400,000 كم",الغردقة,2024-04-18,"260,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/18/6410513/medium_up_71db2d6d916b3adf257e44d67818232b.jpg
مرسيدس CLA 200 2021,CLA 200,رمادي,"56,000 كم",مصر الجديدة,2024-04-18,"2,900,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/17/6409106/medium_up_1676e8b03f1556caf185aafa0e3118ca.jpg
مرسيدس CLA 200 2014,CLA 200,أبيض,"156,000 كم",6 أكتوبر,2024-04-18,"1,450,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/18/6410136/medium_up_0e38ce10e79a0c5573ab56dd54008a64.jpg
مرسيدس C 180 2018,C 180,أبيض,"60,000 كم",الإسكندرية,2024-04-18,"3,000,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/18/6410090/medium_up_1f6d928a5bc8751cc4fdc1c87025e29f.jpg
مرسيدس 190 1984,190,فضي,- كم,ميت غمر,2024-04-18,"190,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/17/6409929/medium_up_406bbbb510a5d33942402a0696afe00b.jpg
مرسيدس C 180 2022,C 180,بترولي,"14,000 كم",مدينة نصر,2024-04-17,"3,000,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/05/6389546/medium_up_52728f0fcc882cae1b65e3c6940a1f4e.jpg
مرسيدس C 180 2023,C 180,أبيض,- كم,القاهرة,2024-04-17,"3,300,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/17/6409416/medium_up_4cabbb104f6340634b7541efe1d5ef81.jpg
مرسيدس CLA 200 2019,CLA 200,أسود,"55,000 كم",الشروق,2024-04-17,"2,300,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/17/6409310/medium_up_9767dcbd4841595204c1202bc59ebaed.jpg
مرسيدس E 250 2010,E 250,باذنجاني,"170,000 كم",شبرا,2024-04-17,"1,250,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/17/6409278/medium_up_913f1efc597b631bfd36eaf9e1327119.jpg
مرسيدس C 200 AMG 2023,C 200 AMG,فيراني,"15,000 كم",التجمع - القاهرة الجديدة,2024-04-17,"3,400,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/02/6384863/medium_up_815570752e66144dc72236864107b5e7.jpg
مرسيدس CLE 2024,CLE,رمادي,30 كم,القاهرة,2024-03-28,"5,050,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/28/6373625/medium_up_c516ad6defd26ecffb62aba60d37e159.jpg
مرسيدس GLC 300 2020,GLC 300,أسود,"99,000 كم",القاهرة,2024-04-17,"4,200,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/17/6409004/medium_up_4104396f3d874148c8507ac033af2c85.jpg
مرسيدس S 400 2015,S 400,بترولي,"80,000 كم",التجمع - القاهرة الجديدة,2024-04-17,"5,500,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/17/6408939/medium_up_bc927c3c5b853c924cf138c40bbaeebe.jpg
مرسيدس E 200 2021,E 200,أبيض,"10,000 كم",مصر الجديدة,2024-04-17,"4,350,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/17/6408909/medium_up_499c61e8d58fd52296d81751237f015c.jpg
مرسيدس C 180 2013,C 180,رمادي,"125,000 كم",مصر الجديدة,2024-04-17,"1,500,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/17/6408869/medium_up_b291e6a468ae3f868e991ed747aeb1ec.jpg
مرسيدس C 180 2013,C 180,أسود,"43,000 كم",الإسكندرية,2024-04-17,"2,150,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/17/6408857/medium_up_69622b7da1b67fe36912e072ef7fe7cd.jpg
مرسيدس GLS 2017,GLS,أسود,"70,000 كم",مصر الجديدة,2024-04-17,"6,000,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/17/6408851/medium_up_1a5e911e352b3b62d8eb2f5ca88a6a49.jpg
مرسيدس E 200 AMG 2020,E 200 AMG,أسود,"79,000 كم",مصر الجديدة,2024-04-17,"1,185,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/17/6408780/medium_up_e06337c5028e7ca255a3057063c8403c.jpg
مرسيدس GLA 180 2023,GLA 180,رمادي,- كم,مدينة نصر,2024-04-17,"800,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/07/6332318/medium_up_cbd4cc1879298ec204fbe9d4d18c9c15.jpg
مرسيدس C 180 2022,C 180,أبيض,"9,500 كم",مدينة نصر,2024-04-17,"800,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/07/6332372/medium_up_c28c88f81d572871d81045ac9ef20694.jpg
