title,car_model_name,car_color,car_mileage,location,date,price,image
مرسيدس E 180 2016,E 180,رمادي,"87,000 كم",المحلة,2024-03-27,"2,650,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/24/6364787/medium_up_8bc30581d6ee8545abc83b207fcea978.jpg
مرسيدس C 200 2006,C 200,أسود,"300,000 كم",القاهرة,2024-03-27,"830,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/26/6369128/medium_up_5f899910230e408f2edb4682c9178200.jpg
مرسيدس GLK 350 2011,GLK 350,فيراني,"135,000 كم",الإسكندرية,2024-03-27,"1,600,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/27/6371489/medium_up_b55550587362d7e6e9e1d16f1ff51397.jpg
مرسيدس C 180 2020,C 180,رمادي,"90,000 كم",التجمع - القاهرة الجديدة,2024-03-27,"2,450,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/27/6371449/medium_up_be72f8b677c345ff80ebc8e61633c8b1.jpg
مرسيدس C 180 2020,C 180,رمادي,"52,000 كم",التجمع - القاهرة الجديدة,2024-03-27,"2,800,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/27/6371068/medium_up_205ba09782a7a7390de00f1cad88e1d1.jpg
مرسيدس GLC 300 2024,GLC 300,رمادي,0 كم,التجمع - القاهرة الجديدة,2024-03-27,"6,500,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/27/6370936/medium_up_219b4ad9cd926f70752753b6749761ff.jpg
مرسيدس CLA 200 2024,CLA 200,أبيض,0 كم,التجمع - القاهرة الجديدة,2024-03-27,"3,350,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/27/6370856/medium_up_064af38b15e52498d3f5b564bab3124c.jpg
مرسيدس C 180 2022,C 180,رمادي,"13,000 كم",الإسكندرية,2024-03-27,"3,600,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/24/6363806/medium_up_804dc3ba1a7ed541f6cbb1f4de14d4c3.jpg
مرسيدس C 180 2015,C 180,أسود,"145,000 كم",الإسكندرية,2024-03-27,"1,990,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/20/6355520/medium_up_ed31de19570d01d30770eaaa5b35c58e.jpg
مرسيدس C 250 2011,C 250,أسود,"163,000 كم",مدينتى,2024-03-27,"1,380,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/27/6370558/medium_up_1c1969606254aec3eda855d63d1910d8.jpg
مرسيدس E 200 1996,E 200,أبيض,"250,000 كم",الدقى,2024-03-27,"600,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/27/6370258/medium_up_159df871794ae70cb1a38e7450d206ec.jpg
مرسيدس B 180 2015,B 180,أسود,"140,000 كم",مصر الجديدة,2024-03-27,"1,200,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/27/6370082/medium_up_26cdfb855b2c5e2e955a1cd96a8615d2.jpg
مرسيدس E 200 2004,E 200,أسود,"150,000 كم",الإسكندرية,2024-03-27,"1,100,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/27/6369980/medium_up_bda8e621ba86c3c8bfdf6f0bd61a82db.jpg
مرسيدس E Class 2007,E Class,أسود,"218,000 كم",المحلة,2024-03-26,"1,200,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/26/6369653/medium_up_a51a100d9d131a068f2e27a185f82eaf.jpg
مرسيدس GLE 2022,GLE,أبيض,"5,000 كم",مدينة نصر,2024-03-26,"6,500,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/26/6369494/medium_up_49ad46800f11ad7816374767c707b4b9.jpg
مرسيدس E 180 2019,E 180,الأزرق الداكن,"70,000 كم",مدينة نصر,2024-03-26,"3,100,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/26/6369452/medium_up_641c707e0ce50bda04cc12837a33fca8.jpg
مرسيدس A 250 2022,A 250,أسود,"100,000 كم",مدينة نصر,2024-03-26,"2,700,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/26/6369335/medium_up_5e85af271356602005c48617868e77c6.jpg
مرسيدس C 180 2022,C 180,أبيض,"10,000 كم",مدينة نصر,2024-03-26,"3,700,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/26/6369323/medium_up_bc098f27101bc6a37eb139da2f18e88a.jpg
مرسيدس C 180 2017,C 180,الأزرق الداكن,"82,000 كم",الدقى,2024-03-26,"2,150,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/26/6369188/medium_up_7b72be7114361a7312160ed4e6235bd7.jpg
مرسيدس C 250 2010,C 250,الأزرق الداكن,- كم,التجمع - القاهرة الجديدة,2024-03-26,"1,150,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/26/6369031/medium_up_a666d6ca834c1bd7812cfd687b19c5b9.jpg
مرسيدس C 180 2019,C 180,برونزي,"45,000 كم",6 أكتوبر,2024-03-04,"2,900,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/02/26/6308033/medium_up_6fbc55fe855b3ca620f0dca200dd6c20.jpg
مرسيدس C 180 2010,C 180,أسود,"174,000 كم",مصر الجديدة,2024-03-26,"1,100,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/26/6369002/medium_up_27a274259edad3ce578e2cc5e0615ebc.jpg
مرسيدس 200 1981,200,أبيض,- كم,عين شمس,2024-03-26,"205,000 جنيه",https://media.hatla2eestatic.com/images/car/make-320x229/mercedes.png
مرسيدس GLC 300 2024,GLC 300,أسود,1 كم,مصر الجديدة,2024-03-26,"6,300,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/26/6368672/medium_up_8763214e0be150f108ebec2bfe28687e.jpg
مرسيدس 240 1997,240,بيج,"237,000 كم",القاهرة,2024-03-26,"600,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/25/6367333/medium_up_7ad5cc35604314914cf689728156b31a.jpg
مرسيدس C 200 2022,C 200,أسود,"21,000 كم",منيا القمح,2024-03-26,"4,000,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/21/6357127/medium_up_53ab62bdc3c95bd7c7e0e462c674130f.jpg
مرسيدس C 300 2020,C 300,رمادي,"85,000 كم",القاهرة,2024-03-26,"3,350,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/16/6346745/medium_up_50bb59213301b71eb6ac03360d92e0ba.jpg
مرسيدس C 180 2019,C 180,فيراني,"18,000 كم",العبور,2024-03-26,"3,000,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/26/6368474/medium_up_64f0bcb70c4d31288b5321adf346d8b8.jpg
مرسيدس S 500 2010,S 500,أسود,"78,000 كم",الإسكندرية,2024-03-26,"3,750,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/23/6361492/medium_up_e1eb3eb808af4a73fdb96a1cd58af203.jpg
مرسيدس GLA 2021,GLA,رمادي,"35,000 كم",الشروق,2024-03-26,"2,750,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/26/6368231/medium_up_f07ca8416a8cbb850342212c7f769b09.jpg
مرسيدس C 180 2022,C 180,رمادي,"10,000 كم",التجمع - القاهرة الجديدة,2024-03-26,"3,550,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/26/6367541/medium_up_a6291718411d5f3548d5705054bd4be0.jpg
مرسيدس 200 2021,200,الأزرق الداكن,"40,000 كم",الجيزة,2024-03-26,"4,900,000 جنيه",https://media.hatla2eestatic.com/images/car/make-320x229/mercedes.png
مرسيدس A 180 2021,A 180,أسود,"70,000 كم",الدقى,2024-03-25,"1,950,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/25/6367429/medium_up_c74856c32e5165a82f1bc0dbd7106fd0.jpg
مرسيدس C 180 2020,C 180,فيراني,"90,000 كم",التجمع - القاهرة الجديدة,2024-03-25,"2,580,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/25/6367070/medium_up_53b947a75def8edb54d9af31c0fa0e27.jpg
مرسيدس C 200 AMG 2024,C 200 AMG,أسود,0 كم,التجمع - القاهرة الجديدة,2024-03-25,"4,750,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/25/6367325/medium_up_f6fbb716cf122da6c96f218d35ff3448.jpg
مرسيدس C 180 2003,C 180,الأزرق الداكن,"143,000 كم",بورسعيد,2024-03-25,"800,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/25/6367349/medium_up_8c4f65b869a8ce67bc9955e8c0d7b544.jpg
مرسيدس C 200 AMG 2024,C 200 AMG,أسود,0 كم,التجمع - القاهرة الجديدة,2024-03-25,"4,750,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/25/6367337/medium_up_4f5f723b6ada6cac22410e83df8648c1.jpg
مرسيدس E 200 2009,E 200,أسود,"270,000 كم",الجيزة,2024-03-25,"1,250,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/22/6359228/medium_up_9f5dc9e7004a192ac69d60a12ba69c4e.jpg
مرسيدس E 240 2003,E 240,ذهبي,"266,000 كم",مدينتى,2024-03-25,"1,250,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/24/6363197/medium_up_9ee4b831c059dc97bc6427015276f236.jpg
مرسيدس C 180 2015,C 180,أسود,"34,000 كم",الإسكندرية,2024-03-25,"2,800,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/25/6366857/medium_up_4a57d8252a63cdd623c83f3fa651d4ce.jpg
مرسيدس C 180 2022,C 180,رمادي,"29,000 كم",التجمع - القاهرة الجديدة,2024-03-25,"3,700,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2023/12/14/6171359/medium_up_8fecc969cfff144228313f6524451b30.jpg
مرسيدس C 180 2020,C 180,أسود,"61,500 كم",القاهرة,2024-03-25,"2,655,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/25/6366398/medium_up_4b20e92bd48019c44d7603a5b84e22a9.jpg
مرسيدس CLA 200 2020,CLA 200,أسود,- كم,القاهرة,2024-03-25,"850,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/25/6366277/medium_up_57dbd2aae65184d4df7143d7fe4dc907.jpg
مرسيدس EQE 2023,EQE,أسود,- كم,التجمع - القاهرة الجديدة,2024-03-25,"4,000,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/22/6359668/medium_up_27fb8dae12b32679c24dfac75ff622e7.jpg
مرسيدس C 200 AMG 2020,C 200 AMG,أبيض,"127,000 كم",شبين الكوم,2024-03-25,"2,500,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/25/6366215/medium_up_2e0272951bece230be482e013ffb3e2b.jpg
مرسيدس E 200 AMG 2021,E 200 AMG,أسود,"51,000 كم",6 أكتوبر,2024-03-25,"4,150,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/25/6366152/medium_up_84fd6f12d758818ed70290a9035d8fb8.jpg
مرسيدس C 180 2004,C 180,أسود,"350,000 كم",6 أكتوبر,2024-03-25,"720,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/25/6365773/medium_up_97437ef54bf383508088a9b60f116c30.jpg
مرسيدس CLA 180 2014,CLA 180,فضي,"149,000 كم",التجمع - القاهرة الجديدة,2024-03-25,"1,500,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/24/6365056/medium_up_f6e50ae1e4542ca2ab863384923e51ad.jpg
مرسيدس فيانو 2005,فيانو,احمر,"133,000 كم",حدائق الاهرام,2024-03-25,"550,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/25/6365564/medium_up_1c8b6a2e238007f3ae5d81f90644a957.jpg
مرسيدس GLC 200 2024,GLC 200,أسود,0 كم,مدينة نصر,2024-03-24,"5,850,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/24/6365095/medium_up_3aa5808b3a38de1a39f950eae38ccac6.jpg
مرسيدس 200 1977,200,ذهبي,"145,000 كم",الإسماعيلية,2024-03-24,"170,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/24/6364909/medium_up_3ded9274119952e551f65c77e39d041b.jpg
مرسيدس E 300 2024,E 300,أسود,- كم,الإسكندرية,2024-03-24,"7,100,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/24/6364316/medium_up_5fcbad90282d7098dcdd8f58d5736a4b.jpg
مرسيدس C 200 2022,C 200,أسود,"8,000 كم",التجمع - القاهرة الجديدة,2024-03-24,"3,400,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/24/6363401/medium_up_d67b8581024c523308f16f782353acb5.jpg
مرسيدس C 200 2008,C 200,أبيض,"185,000 كم",المحلة,2024-03-24,"1,200,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/24/6364430/medium_up_d3d9b676e255d619c7caf15ab2865928.jpg
مرسيدس CLA AMG 2022,CLA AMG,أسود,"16,000 كم",الإسكندرية,2024-03-24,"3,200,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/24/6364373/medium_up_4b199b7635f487476327978059e00c03.jpg
مرسيدس EQB 2023,EQB,أسود,- كم,التجمع - القاهرة الجديدة,2024-03-24,"2,850,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/21/6356546/medium_up_1fb0ed38d4618d41f351f09d64841edd.jpg
مرسيدس C AMG 2023,C AMG,سماوى,- كم,مدينة نصر,2024-03-24,"3,950,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/21/6358228/medium_up_66e42e01aa9d494f8b83abfdc55024b1.jpg
مرسيدس E 300 2024,E 300,أسود,10 كم,التجمع - القاهرة الجديدة,2024-03-24,"6,700,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/21/6358145/medium_up_5a3d5484ea54f21fe7d9aa86aeda3e98.jpg
مرسيدس E 200 AMG 2021,E 200 AMG,أسود,"75,000 كم",مدينة نصر,2024-03-24,"4,550,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/24/6364180/medium_up_6167875b1929f99800d69cd7c82e19e2.jpg
مرسيدس C 180 2013,C 180,أسود,"150,000 كم",الجيزة,2024-03-24,"1,150,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/24/6364136/medium_up_2394fd8f3df9744e162acce36f24ffc2.jpg
مرسيدس 230 1980,230,أبيض,- كم,الهرم,2024-03-24,"150,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/22/6359663/medium_up_73febda0c78537ab9b6fc143fe4199d5.jpg
مرسيدس C 180 2013,C 180,فضي,"202,000 كم",المنصورة,2024-03-24,"1,190,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/24/6363635/medium_up_9b63cff0d3e1e656fd97251af25233a5.jpg
مرسيدس C 230 2002,C 230,فضي,"151,000 كم",مصر الجديدة,2024-03-24,"830,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/24/6363563/medium_up_98df4b9dfc1a1303f107fbc773fc7acc.jpg
مرسيدس C 180 2008,C 180,فضي,"138,000 كم",التجمع - القاهرة الجديدة,2024-03-24,"890,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/16/6346877/medium_up_bb8d49239eabf80cf68855efa0e81279.jpg
مرسيدس E 200 2006,E 200,فضي,"300,000 كم",مدينة نصر,2024-03-24,"500,000 جنيه",https://media.hatla2eestatic.com/images/car/make-320x229/mercedes.png
مرسيدس B 180 2015,B 180,بترولي,"100,000 كم",المهندسين,2024-03-24,"900,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/24/6363049/medium_up_8aa07af791142651516011a8a6d1ccbd.jpg
مرسيدس C 180 2013,C 180,أسود,"175,000 كم",الإسكندرية,2024-03-24,"1,600,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/23/6360803/medium_up_4552e0b41929c0880a5315ed9c1883b6.jpg
مرسيدس CLA 180 2018,CLA 180,فيراني,"45,000 كم",المعادى,2024-03-24,"2,000,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/24/6362840/medium_up_10f142d2fec492fccbcfa8daba37492c.jpg
مرسيدس B 160 2010,B 160,فضي,"250,000 كم",القاهرة,2024-03-24,"750,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/24/6362819/medium_up_f1fb8d865e397672664dd29a6d23e91c.jpg
مرسيدس GLC 300 2019,GLC 300,أسود,"120,000 كم",مدينة الشيخ زايد,2024-03-23,"3,450,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/23/6362614/medium_up_32dfaa130fc24f6f10afd1b55e134b39.jpg
مرسيدس C 180 2018,C 180,أبيض,"157,000 كم",مصر الجديدة,2024-03-23,"2,500,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/21/6358537/medium_up_5ddd6b557fffbfe8815a454e151d6ef3.jpg
مرسيدس C 180 2018,C 180,أسود,"105,000 كم",التجمع - القاهرة الجديدة,2024-03-23,"2,400,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/23/6362533/medium_up_9ea9a65ea77fc2e86a97bbed83cf3448.jpg
مرسيدس C 180 2023,C 180,أبيض,- كم,مدينة نصر,2024-03-23,"3,800,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/23/6362521/medium_up_2e300efdf7d84434cb2bafa1b2088ad4.jpg
مرسيدس EQE 2023,EQE,أسود,- كم,القاهرة,2024-03-23,"3,800,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/23/6362309/medium_up_62e49f918dbbaf17683c48dd0a4d8539.jpg
مرسيدس E 200 2022,E 200,رمادي,"200,000 كم",مدينة الشيخ زايد,2024-03-23,"4,900,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/23/6362113/medium_up_4ead240c01927fff47ae0a6d0bb1c383.jpg
مرسيدس E 180 2018,E 180,أسود,"87,000 كم",حدائق الاهرام,2024-03-23,"3,350,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/23/6362123/medium_up_05cc9f7687c084bfecff326ef235fc6b.jpg
مرسيدس EQE 2023,EQE,أبيض,- كم,التجمع - القاهرة الجديدة,2024-03-23,"4,300,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/23/6361985/medium_up_d8134a890df750d91afc6696e24a4532.jpg
مرسيدس C 180 2022,C 180,أسود,"16,000 كم",القاهرة,2024-03-23,"3,400,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/23/6361891/medium_up_c8f88f0b0f6e7a5b0dc31c690840b029.jpg
مرسيدس C 180 2019,C 180,فضي,"75,000 كم",القاهرة,2024-03-23,"2,400,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/23/6361627/medium_up_6d6f29d925c74d328a5aa9fbe53a45a7.jpg
مرسيدس CLA 200 2020,CLA 200,أسود,"50,000 كم",6 أكتوبر,2024-03-23,"2,550,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/20/6355153/medium_up_9a4a549c80a87a9465b3bb6a79c72b78.jpg
مرسيدس GLE 2023,GLE,أسود,"2,000 كم",القاهرة,2024-03-23,"8,000,000 جنيه",https://media.hatla2eestatic.com/images/car/make-320x229/mercedes.png
مرسيدس C 200 2009,C 200,أسود,"96,000 كم",حدائق الاهرام,2024-03-23,"1,300,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/23/6360824/medium_up_cf9522b792639c5336fb762a86207ffe.jpg
مرسيدس C 200 2019,C 200,أبيض,"77,000 كم",التجمع - القاهرة الجديدة,2024-02-17,"3,100,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/02/17/6289176/medium_up_e51e353e4864ddc8c001902d819e1adc.jpg
مرسيدس EQE 2023,EQE,فضي,"16,000 كم",التجمع - القاهرة الجديدة,2024-03-22,"3,850,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/22/6360124/medium_up_022645cd07b7644dcc70e0f87b03cd36.jpg
مرسيدس C 200 AMG 2023,C 200 AMG,فضي,- كم,التجمع - القاهرة الجديدة,2024-03-22,"4,650,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/19/6353896/medium_up_23629d6c79c1eb80384c9dbe6bee5ed6.jpg
مرسيدس C 200 2022,C 200,رمادي,"35,000 كم",دكرنس,2024-03-22,"3,900,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/22/6359318/medium_up_46ccf4c9852094880f5189ba7217d08a.jpg
مرسيدس C 250 2011,C 250,رمادي,"170,000 كم",الجيزة,2024-03-22,"1,350,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/22/6359297/medium_up_917f05f7104a0fa175667e8c09aac5cb.jpg
مرسيدس E 200 2015,E 200,أسود,"60,000 كم",6 أكتوبر,2024-03-22,"3,000,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/22/6359107/medium_up_2f54c90fa4aa317dc8fa112e2d429238.jpg
مرسيدس C 180 2018,C 180,فيراني,"140,000 كم",مدينة نصر,2024-03-22,"2,450,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/22/6358813/medium_up_30a8b6211e37dc878e651f42c4dc3d31.jpg
